placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2024-12-06 00:00:00,2024-12-06 01:00:00,0
fukui-station-east-entrance,Person,2024-12-06 01:00:00,2024-12-06 02:00:00,0
fukui-station-east-entrance,Person,2024-12-06 02:00:00,2024-12-06 03:00:00,0
fukui-station-east-entrance,Person,2024-12-06 03:00:00,2024-12-06 04:00:00,0
fukui-station-east-entrance,Person,2024-12-06 04:00:00,2024-12-06 05:00:00,0
fukui-station-east-entrance,Person,2024-12-06 05:00:00,2024-12-06 06:00:00,31
fukui-station-east-entrance,Person,2024-12-06 06:00:00,2024-12-06 07:00:00,222
fukui-station-east-entrance,Person,2024-12-06 07:00:00,2024-12-06 08:00:00,308
fukui-station-east-entrance,Person,2024-12-06 08:00:00,2024-12-06 09:00:00,590
fukui-station-east-entrance,Person,2024-12-06 09:00:00,2024-12-06 10:00:00,992
fukui-station-east-entrance,Person,2024-12-06 10:00:00,2024-12-06 11:00:00,751
fukui-station-east-entrance,Person,2024-12-06 11:00:00,2024-12-06 12:00:00,975
fukui-station-east-entrance,Person,2024-12-06 12:00:00,2024-12-06 13:00:00,1337
fukui-station-east-entrance,Person,2024-12-06 13:00:00,2024-12-06 14:00:00,1134
fukui-station-east-entrance,Person,2024-12-06 14:00:00,2024-12-06 15:00:00,1027
fukui-station-east-entrance,Person,2024-12-06 15:00:00,2024-12-06 16:00:00,1102
fukui-station-east-entrance,Person,2024-12-06 16:00:00,2024-12-06 17:00:00,44
fukui-station-east-entrance,Person,2024-12-06 17:00:00,2024-12-06 18:00:00,162
fukui-station-east-entrance,Person,2024-12-06 18:00:00,2024-12-06 19:00:00,7
fukui-station-east-entrance,Person,2024-12-06 19:00:00,2024-12-06 20:00:00,2
fukui-station-east-entrance,Person,2024-12-06 20:00:00,2024-12-06 21:00:00,6
fukui-station-east-entrance,Person,2024-12-06 21:00:00,2024-12-06 22:00:00,9
fukui-station-east-entrance,Person,2024-12-06 22:00:00,2024-12-06 23:00:00,2
fukui-station-east-entrance,Person,2024-12-06 23:00:00,2024-12-07 00:00:00,0
