placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2024-10-22 00:00:00,2024-10-22 01:00:00,0
fukui-station-east-entrance,Person,2024-10-22 01:00:00,2024-10-22 02:00:00,0
fukui-station-east-entrance,Person,2024-10-22 02:00:00,2024-10-22 03:00:00,0
fukui-station-east-entrance,Person,2024-10-22 03:00:00,2024-10-22 04:00:00,0
fukui-station-east-entrance,Person,2024-10-22 04:00:00,2024-10-22 05:00:00,0
fukui-station-east-entrance,Person,2024-10-22 05:00:00,2024-10-22 06:00:00,40
fukui-station-east-entrance,Person,2024-10-22 06:00:00,2024-10-22 07:00:00,190
fukui-station-east-entrance,Person,2024-10-22 07:00:00,2024-10-22 08:00:00,292
fukui-station-east-entrance,Person,2024-10-22 08:00:00,2024-10-22 09:00:00,253
fukui-station-east-entrance,Person,2024-10-22 09:00:00,2024-10-22 10:00:00,163
fukui-station-east-entrance,Person,2024-10-22 10:00:00,2024-10-22 11:00:00,314
fukui-station-east-entrance,Person,2024-10-22 11:00:00,2024-10-22 12:00:00,582
fukui-station-east-entrance,Person,2024-10-22 12:00:00,2024-10-22 13:00:00,222
fukui-station-east-entrance,Person,2024-10-22 13:00:00,2024-10-22 14:00:00,82
fukui-station-east-entrance,Person,2024-10-22 14:00:00,2024-10-22 15:00:00,457
fukui-station-east-entrance,Person,2024-10-22 15:00:00,2024-10-22 16:00:00,903
fukui-station-east-entrance,Person,2024-10-22 16:00:00,2024-10-22 17:00:00,1011
fukui-station-east-entrance,Person,2024-10-22 17:00:00,2024-10-22 18:00:00,615
fukui-station-east-entrance,Person,2024-10-22 18:00:00,2024-10-22 19:00:00,609
fukui-station-east-entrance,Person,2024-10-22 19:00:00,2024-10-22 20:00:00,283
fukui-station-east-entrance,Person,2024-10-22 20:00:00,2024-10-22 21:00:00,161
fukui-station-east-entrance,Person,2024-10-22 21:00:00,2024-10-22 22:00:00,253
fukui-station-east-entrance,Person,2024-10-22 22:00:00,2024-10-22 23:00:00,40
fukui-station-east-entrance,Person,2024-10-22 23:00:00,2024-10-23 00:00:00,3
