placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2024-10-21 00:00:00,2024-10-21 01:00:00,0
fukui-station-east-entrance,Person,2024-10-21 01:00:00,2024-10-21 02:00:00,0
fukui-station-east-entrance,Person,2024-10-21 02:00:00,2024-10-21 03:00:00,0
fukui-station-east-entrance,Person,2024-10-21 03:00:00,2024-10-21 04:00:00,0
fukui-station-east-entrance,Person,2024-10-21 04:00:00,2024-10-21 05:00:00,0
fukui-station-east-entrance,Person,2024-10-21 05:00:00,2024-10-21 06:00:00,11
fukui-station-east-entrance,Person,2024-10-21 06:00:00,2024-10-21 07:00:00,258
fukui-station-east-entrance,Person,2024-10-21 07:00:00,2024-10-21 08:00:00,505
fukui-station-east-entrance,Person,2024-10-21 08:00:00,2024-10-21 09:00:00,370
fukui-station-east-entrance,Person,2024-10-21 09:00:00,2024-10-21 10:00:00,187
fukui-station-east-entrance,Person,2024-10-21 10:00:00,2024-10-21 11:00:00,17
fukui-station-east-entrance,Person,2024-10-21 11:00:00,2024-10-21 12:00:00,241
fukui-station-east-entrance,Person,2024-10-21 12:00:00,2024-10-21 13:00:00,385
fukui-station-east-entrance,Person,2024-10-21 13:00:00,2024-10-21 14:00:00,145
fukui-station-east-entrance,Person,2024-10-21 14:00:00,2024-10-21 15:00:00,304
fukui-station-east-entrance,Person,2024-10-21 15:00:00,2024-10-21 16:00:00,170
fukui-station-east-entrance,Person,2024-10-21 16:00:00,2024-10-21 17:00:00,314
fukui-station-east-entrance,Person,2024-10-21 17:00:00,2024-10-21 18:00:00,481
fukui-station-east-entrance,Person,2024-10-21 18:00:00,2024-10-21 19:00:00,331
fukui-station-east-entrance,Person,2024-10-21 19:00:00,2024-10-21 20:00:00,319
fukui-station-east-entrance,Person,2024-10-21 20:00:00,2024-10-21 21:00:00,151
fukui-station-east-entrance,Person,2024-10-21 21:00:00,2024-10-21 22:00:00,158
fukui-station-east-entrance,Person,2024-10-21 22:00:00,2024-10-21 23:00:00,29
fukui-station-east-entrance,Person,2024-10-21 23:00:00,2024-10-22 00:00:00,2
